25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,29,26,26,26,26,26,26,28,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,29,25,25,25,25,25,25,28,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,29,25,25,25,29,28,25,28,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,29,25,25,25,25,25,31,31,31,39,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,29,25,25,25,25,25,25,28,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,29,25,25,25,25,25,25,28,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,41,26,26,26,26,26,26,40,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
27,27,27,27,27,27,42,25,43,27,27,27,27,27,27,27,27,27,27,27,27,27,42,25,43,27,27,27,27,27,27,27
-1,-1,-1,-1,-1,5,28,25,29,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,28,25,29,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,28,25,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,25,29,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,28,25,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,25,29,-1,-1,-1,-1,0,1,-1
-1,-1,-1,-1,-1,-1,34,27,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,27,35,-1,-1,-1,-1,2,3,-1
26,26,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,26,26,26,26,26,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,26,26,26
25,25,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,25,25,25,25,25,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,25,25,25
25,25,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,25,25,25,25,25,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,25,25,25
25,25,29,6,-1,-1,-1,-1,-1,-1,-1,7,28,25,25,25,25,25,29,6,-1,-1,-1,-1,-1,-1,-1,7,28,25,25,25
25,25,41,26,26,26,26,26,26,26,26,26,40,25,25,25,25,25,41,26,26,26,26,26,26,26,26,26,40,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
3,
32,544,10
224,672,1
736,672,1
